transaction_id;transaction_date;item_id;quantity;purchased_from;sold_to;transaction_type
DQ-01262;11 July 2020;OB0002;65;;RS DQLab;sell
DQ-01263;11 July 2020;OH0003;2;;RS DQLab;sell
DQ-01264;11 July 2020;OB0006;19;;RS DQLab;sell
DQ-01265;11 July 2020;OB0001;7;;RS DQLab;sell
DQ-01266;12 July 2020;OD0008;10;;RS DQLab;sell
DQ-01267;12 July 2020;OH0005;23;;RS DQLab;sell
DQ-01268;12 July 2020;OH0005;14;;RS DQLab;sell
DQ-01269;12 July 2020;OT0001;24;;RS DQLab;sell
DQ-01270;12 July 2020;OB0006;54;;RS DQLab;sell
DQ-01271;12 July 2020;OB0006;2046;;RS DQLab;sell
DQ-01272;12 July 2020;OD0001;60;;RS DQLab;sell
DQ-01273;12 July 2020;OD0006;73;;RS DQLab;sell
DQ-01274;12 July 2020;OB0008;15;;RS DQLab;sell
DQ-01275;12 July 2020;OD0010;37;;RS DQLab;sell
DQ-01276;13 July 2020;OT0001;35;;RS DQLab;sell
DQ-01277;13 July 2020;OD0011;1;;RS DQLab;sell
DQ-01278;13 July 2020;OD0001;86;;RS DQLab;sell
DQ-01279;13 July 2020;OA0003;54;;RS DQLab;sell
DQ-01280;13 July 2020;OB0008;508;;RS DQLab;sell
DQ-01281;13 July 2020;OD0010;48;;RS DQLab;sell
DQ-01282;14 July 2020;OB0002;83;;RS DQLab;sell
DQ-01283;14 July 2020;OB0002;68;;RS DQLab;sell
DQ-01284;14 July 2020;OD0008;84;;RS DQLab;sell
DQ-01285;14 July 2020;OD0008;78;;RS DQLab;sell
DQ-01286;14 July 2020;OA0005;46;;RS DQLab;sell
DQ-01287;14 July 2020;OA0005;13;;RS DQLab;sell
DQ-01288;14 July 2020;OT0001;11;;RS DQLab;sell
DQ-01289;14 July 2020;OA0006;2;;RS DQLab;sell
DQ-01290;14 July 2020;OD0001;53;;RS DQLab;sell
DQ-01291;14 July 2020;OH0004;15;;RS DQLab;sell
DQ-01292;14 July 2020;OA0001;2;;RS DQLab;sell
DQ-01293;14 July 2020;OH0002;235;;RS DQLab;sell
DQ-01294;15 July 2020;OD0008;19;;RS DQLab;sell
DQ-01295;15 July 2020;OH0005;52;;RS DQLab;sell
DQ-01296;15 July 2020;OH0003;27;;RS DQLab;sell
DQ-01297;15 July 2020;OH0004;22;;RS DQLab;sell
DQ-01298;16 July 2020;OB0002;88;;RS DQLab;sell
DQ-01299;16 July 2020;OB0002;50;;RS DQLab;sell
DQ-01300;16 July 2020;OD0008;57;;RS DQLab;sell
DQ-01301;16 July 2020;OD0009;16;;RS DQLab;sell
DQ-01302;16 July 2020;OA0006;38;;RS DQLab;sell
DQ-01303;16 July 2020;OD0001;33;;RS DQLab;sell
DQ-01304;16 July 2020;OH0004;68;;RS DQLab;sell
DQ-01305;16 July 2020;OA0001;44;;RS DQLab;sell
DQ-01306;17 July 2020;OB0002;16;;RS DQLab;sell
DQ-01307;17 July 2020;OB0002;45;;RS DQLab;sell
DQ-01308;17 July 2020;OD0008;19;;RS DQLab;sell
DQ-01309;17 July 2020;OA0005;73;;RS DQLab;sell
DQ-01310;17 July 2020;OA0006;25;;RS DQLab;sell
DQ-01311;17 July 2020;OD0011;29;;RS DQLab;sell
DQ-01312;17 July 2020;OH0001;75;;RS DQLab;sell
DQ-01313;17 July 2020;OD0006;6;;RS DQLab;sell
DQ-01314;18 July 2020;OA0002;8;;RS DQLab;sell
DQ-01315;18 July 2020;OA0005;61;;RS DQLab;sell
DQ-01316;18 July 2020;OT0001;19;;RS DQLab;sell
DQ-01317;18 July 2020;OA0006;2;;RS DQLab;sell
DQ-01318;18 July 2020;OD0011;18;;RS DQLab;sell
DQ-01319;18 July 2020;OB0004;31;;RS DQLab;sell
DQ-01320;18 July 2020;OD0010;4;;RS DQLab;sell
DQ-01321;19 July 2020;OB0002;79;;RS DQLab;sell
DQ-01322;19 July 2020;OD0008;37;;RS DQLab;sell
DQ-01323;19 July 2020;OT0001;8;;RS DQLab;sell
DQ-01324;19 July 2020;OH0004;4;;RS DQLab;sell
DQ-01325;19 July 2020;OD0006;4;;RS DQLab;sell
DQ-01326;20 July 2020;OB0002;19;;RS DQLab;sell
DQ-01327;20 July 2020;OB0002;31;;RS DQLab;sell
DQ-01328;20 July 2020;OD0008;53;;RS DQLab;sell
DQ-01329;20 July 2020;OD0009;51;;RS DQLab;sell
DQ-01330;20 July 2020;OD0001;1;;RS DQLab;sell
DQ-01331;20 July 2020;OA0004;44;;RS DQLab;sell
DQ-01332;20 July 2020;OA0003;69;;RS DQLab;sell
DQ-01333;20 July 2020;OA0001;40;;RS DQLab;sell
DQ-01334;20 July 2020;OA0001;86;;RS DQLab;sell
DQ-01335;21 July 2020;OA0005;3;;RS DQLab;sell
DQ-01336;21 July 2020;OH0005;13;;RS DQLab;sell
DQ-01337;21 July 2020;OT0001;46;;RS DQLab;sell
DQ-01338;21 July 2020;OD0006;25;;RS DQLab;sell
DQ-01339;21 July 2020;OH0006;171;;RS DQLab;sell
DQ-01340;22 July 2020;OD0008;49;;RS DQLab;sell
DQ-01341;22 July 2020;OA0006;33;;RS DQLab;sell
DQ-01342;22 July 2020;OD0011;11;;RS DQLab;sell
DQ-01343;23 July 2020;OB0002;61;;RS DQLab;sell
DQ-01344;23 July 2020;OB0002;8;;RS DQLab;sell
DQ-01345;23 July 2020;OD0008;63;;RS DQLab;sell
DQ-01346;23 July 2020;OA0003;12;;RS DQLab;sell
DQ-01347;23 July 2020;OA0001;305;;RS DQLab;sell
DQ-01348;24 July 2020;OA0005;18;;RS DQLab;sell
DQ-01349;24 July 2020;OA0005;82;;RS DQLab;sell
DQ-01350;24 July 2020;OH0005;6;;RS DQLab;sell
DQ-01351;24 July 2020;OD0009;21;;RS DQLab;sell
DQ-01352;24 July 2020;OD0007;18;;RS DQLab;sell
DQ-01353;24 July 2020;OD0001;6;;RS DQLab;sell
DQ-01354;24 July 2020;OH0001;74;;RS DQLab;sell
DQ-01355;24 July 2020;OH0001;14;;RS DQLab;sell
DQ-01356;25 July 2020;OB0009;8;;RS DQLab;sell
DQ-01357;25 July 2020;OT0001;27;;RS DQLab;sell
DQ-01358;25 July 2020;OB0006;37;;RS DQLab;sell
DQ-01359;25 July 2020;OB0006;8;;RS DQLab;sell
DQ-01360;25 July 2020;OD0001;612;;RS DQLab;sell
DQ-01361;25 July 2020;OA0004;46;;RS DQLab;sell
DQ-01362;25 July 2020;OB0007;5;;RS DQLab;sell
DQ-01363;25 July 2020;OH0004;1;;RS DQLab;sell
DQ-01364;25 July 2020;OD0005;51;;RS DQLab;sell
DQ-01365;26 July 2020;OB0002;37;;RS DQLab;sell
DQ-01366;26 July 2020;OA0005;56;;RS DQLab;sell
DQ-01367;26 July 2020;OH0005;20;;RS DQLab;sell
DQ-01368;26 July 2020;OD0009;22;;RS DQLab;sell
DQ-01369;26 July 2020;OT0001;29;;RS DQLab;sell
DQ-01370;26 July 2020;OD0007;69;;RS DQLab;sell
DQ-01371;26 July 2020;OB0001;1;;RS DQLab;sell
DQ-01372;27 July 2020;OA0005;20;;RS DQLab;sell
DQ-01373;27 July 2020;OD0001;6;;;sell
DQ-01374;27 July 2020;OD0001;13;;;sell
DQ-01375;27 July 2020;OA0004;16;;;sell
DQ-01376;28 July 2020;OD0008;63;;;sell
DQ-01377;28 July 2020;OA0005;23;;;sell
DQ-01378;28 July 2020;OA0006;27;;RS DQLab;sell
DQ-01379;28 July 2020;OH0006;29;;RS DQLab;sell
DQ-01380;28 July 2020;OH0002;7;;RS DQLab;sell
DQ-01381;29 July 2020;OB0002;68;;RS DQLab;sell
DQ-01382;29 July 2020;OD0008;17;;RS DQLab;sell
DQ-01383;29 July 2020;OH0005;34;;RS DQLab;sell
DQ-01384;29 July 2020;OA0006;14;;RS DQLab;sell
DQ-01385;29 July 2020;OA0006;6;;RS DQLab;sell
DQ-01386;29 July 2020;OD0001;45;;RS DQLab;sell
DQ-01387;29 July 2020;OA0003;28;;RS DQLab;sell
DQ-01388;30 July 2020;OB0002;95;;RS DQLab;sell
DQ-01389;30 July 2020;OD0008;24;;RS DQLab;sell
DQ-01390;30 July 2020;OA0005;72;;RS DQLab;sell
DQ-01391;30 July 2020;OA0006;262;;RS DQLab;sell
DQ-01392;30 July 2020;OD0006;22;;RS DQLab;sell
DQ-01393;30 July 2020;OA0001;25;;RS DQLab;sell
DQ-01394;30 July 2020;OD0010;42;;RS DQLab;sell
DQ-01395;31 July 2020;OB0002;64;;RS DQLab;sell
DQ-01396;31 July 2020;OH0005;34;;RS DQLab;sell
DQ-01397;31 July 2020;OT0001;47;;RS DQLab;sell
DQ-01398;31 July 2020;OH0003;26;;RS DQLab;sell
DQ-01399;31 July 2020;OA0006;41;;RS DQLab;sell
DQ-01400;31 July 2020;OB0001;1;;RS DQLab;sell
DQ-01401;31 July 2020;OD0005;246;;RS DQLab;sell
DQ-01402;01 August 2020;OB0002;78;;RS DQLab;sell
DQ-01403;01 August 2020;OD0008;15;;RS DQLab;sell
DQ-01404;01 August 2020;OH0005;32;;RS DQLab;sell
DQ-01405;01 August 2020;OD0009;51;;RS DQLab;sell
DQ-01406;01 August 2020;OD0009;16;;RS DQLab;sell
DQ-01407;01 August 2020;OD0011;0;;RS DQLab;sell
DQ-01408;01 August 2020;OK0002;32;;RS DQLab;sell
DQ-01409;01 August 2020;OA0001;1000;DQLab-8;;buy
DQ-01410;01 August 2020;OB0002;3000;DQLab-01;;buy
DQ-01411;01 August 2020;OB0007;1000;DQLab-13;;buy
DQ-01412;01 August 2020;OD0005;1000;DQLab08;;buy
DQ-01413;01 August 2020;OD0008;2000;;;buy
DQ-01414;01 August 2020;OD0009;1000;DQLab11;;buying
DQ-01415;01 August 2020;OD0011;2000;DQLab7;;buy
DQ-01416;01 August 2020;OH0005;1000;DQLab-02;;buy
DQ-01417;01 August 2020;OH0006;1000;DQLab-07;;buy
DQ-01418;02 August 2020;OD0009;41;;RS DQLab;sell
DQ-01419;02 August 2020;OD0007;20;;RS DQLab;sell
DQ-01420;03 August 2020;OB0002;60;;RS DQLab;sell
DQ-01421;03 August 2020;OA0005;5;;RS DQLab;sell
DQ-01422;03 August 2020;OT0010;21;;RS DQLab;sell
DQ-01423;03 August 2020;OH0003;35;;RS DQLab;sell
DQ-01424;03 August 2020;OH0003;27;;RS DQLab;sell
DQ-01425;03 August 2020;OA0004;10;;RS DQLab;sell
DQ-01426;03 August 2020;OA0004;17;;RS DQLab;sell
DQ-01427;03 August 2020;OH0006;1;;RS DQLab;sell
DQ-01428;04 August 2020;OD0008;30;;RS DQLab;sell
DQ-01429;04 August 2020;OB0006;20;;RS DQLab;sell
DQ-01430;04 August 2020;OB0006;17;;RS DQLab;sell
DQ-01431;04 August 2020;OD0001;4;;RS DQLab;sell
DQ-01432;04 August 2020;OD0006;24;;RS DQLab;sell
DQ-01433;05 August 2020;OB0002;62;;RS DQLab;sell
DQ-01434;05 August 2020;OD0008;34;;RS DQLab;sell
DQ-01435;05 August 2020;OH0005;31;;RS DQLab;sell
DQ-01436;05 August 2020;OA0006;19;;RS DQLab;sell
DQ-01437;05 August 2020;OD0005;69;;RS DQLab;sell
DQ-01438;06 August 2020;OB0002;19;;RS DQLab;sell
DQ-01439;06 August 2020;OA0005;16;;RS DQLab;sell
DQ-01440;06 August 2020;OD0009;3;;RS DQLab;sell
DQ-01441;06 August 2020;OD0009;24;;RS DQLab;sell
DQ-01442;06 August 2020;OD0007;7;;RS DQLab;sell
DQ-01443;06 August 2020;OH0004;1;;RS DQLab;sell
DQ-01444;06 August 2020;OB0008;2;;RS DQLab;sell
DQ-01445;07 August 2020;OB0002;77;;RS DQLab;sell
DQ-01446;07 August 2020;OD0009;48;;RS DQLab;sell
DQ-01447;07 August 2020;OD0007;14;;RS DQLab;sell
DQ-01448;07 August 2020;OD0001;27;;RS DQLab;sell
DQ-01449;07 August 2020;OA0003;6;;RS DQLab;sell
DQ-01450;07 August 2020;OA0003;6;;RS DQLab;sell
DQ-01451;07 August 2020;OD0010;4;;RS DQLab;sell
DQ-01452;08 August 2020;OB0002;70;;RS DQLab;sell
DQ-01453;08 August 2020;OA0005;82;;RS DQLab;sell
DQ-01454;08 August 2020;OH0005;11;;RS DQLab;sell
DQ-01455;08 August 2020;OT0001;7;;RS DQLab;sell
DQ-01456;08 August 2020;OH0003;21;;RS DQLab;sell
DQ-01457;08 August 2020;OH0001;0;;RS DQLab;sell
DQ-01458;08 August 2020;OA0001;20;;RS DQLab;sell
DQ-01459;09 August 2020;OB0002;70;;RS DQLab;sell
DQ-01460;09 August 2020;OH0005;49;;RS DQLab;sell
DQ-01461;09 August 2020;OD0009;10;;RS DQLab;sell
DQ-01462;09 August 2020;OA0006;44;;RS DQLab;sell
DQ-01463;09 August 2020;OD0011;17;;RS DQLab;sell
DQ-01464;09 August 2020;OK0002;62;;RS DQLab;sell
DQ-01465;10 August 2020;OB0002;37;;RS DQLab;sell
DQ-01466;10 August 2020;OB0002;95;;RS DQLab;sell
DQ-01467;10 August 2020;OD0008;27;;RS DQLab;sell
DQ-01468;10 August 2020;OD0008;16;;RS DQLab;sell
DQ-01469;10 August 2020;OA0005;30;;RS DQLab;sell
DQ-01470;10 August 2020;OD0007;110;;RS DQLab;sell
DQ-01471;10 August 2020;OB0007;93;;RS DQLab;sell
DQ-01472;10 August 2020;OH0002;27;;RS DQLab;sell
DQ-01473;11 August 2020;OA0005;44;;RS DQLab;sell
DQ-01474;11 August 2020;OA0005;43;;RS DQLab;sell
DQ-01475;11 August 2020;OA0005;39;;RS DQLab;sell
DQ-01476;11 August 2020;OH0003;20;;RS DQLab;sold
DQ-01477;11 August 2020;OB0004;31;;RS DQLab;sell
DQ-01478;11 August 2020;OH0004;8;;RS DQLab;sell
DQ-01479;12 August 2020;OB0002;71;;RS DQLab;sell
DQ-01480;12 August 2020;OB0002;87;;RS DQLab;sell
DQ-01481;12 August 2020;OD0008;71;;RS DQLab;sell
DQ-01482;12 August 2020;OD0008;57;;RS DQLab;sell
DQ-01483;12 August 2020;OD0008;24;;RS DQLab;sell
DQ-01484;12 August 2020;OD0008;18;;RS DQLab;sell
DQ-01485;12 August 2020;OH0005;27;;RS DQLab;sell
DQ-01486;12 August 2020;OD0009;13;;RS DQLab;sell
DQ-01487;12 August 2020;OD0011;25;;RS DQLab;sell
DQ-01488;12 August 2020;OH0001;85;;RS DQLab;sell
DQ-01489;13 August 2020;OD0008;61;;RS DQLab;sell
DQ-01490;13 August 2020;OD0009;8;;RS DQLab;sell
DQ-01491;13 August 2020;OT0001;17;;RS DQLab;sell
DQ-01492;13 August 2020;OH0003;20;;RS DQLab;sell
DQ-01493;13 August 2020;OD0007;55;;RS DQLab;sell
DQ-01494;13 August 2020;OK0002;19;;RS DQLab;sell
DQ-01495;13 August 2020;OB0007;74;;RS DQLab;sell
DQ-01496;14 August 2020;OA0005;25;;RS DQLab;sell
DQ-01497;14 August 2020;OA0005;61;;RS DQLab;sell
DQ-01498;14 August 2020;OT0001;41;;RS DQLab;sell
DQ-01499;14 August 2020;OH0003;16;;RS DQLab;sell
DQ-01500;14 August 2020;OH0003;32;;RS DQLab;sell
DQ-01501;14 August 2020;OH0003;47;;RS DQLab;sell
DQ-01502;14 August 2020;OD0007;12;;RS DQLab;sell
DQ-01503;14 August 2020;OD0001;116;;RS DQLab;sell
DQ-01504;14 August 2020;OK0002;0;;RS DQLab;sell
DQ-01505;14 August 2020;OH0001;135;;RS DQLab;sell
DQ-01506;14 August 2020;OH0001;39;;RS DQLab;sell
DQ-01507;14 August 2020;OB0007;37;;RS DQLab;sell
DQ-01508;14 August 2020;OH0004;159;;RS DQLab;sell
DQ-01509;14 August 2020;OD0006;180;;RS DQLab;sell
DQ-01510;14 August 2020;OD0005;92;;RS DQLab;sell
DQ-01511;15 August 2020;OH0005;44;;RS DQLab;sell
DQ-01512;15 August 2020;OH0005;14;;RS DQLab;sell
DQ-01513;15 August 2020;OD0007;79;;RS DQLab;sell
DQ-01514;15 August 2020;OD0007;23;;RS DQLab;sell
DQ-01515;15 August 2020;OB0006;51;;RS DQLab;sell
DQ-01516;15 August 2020;OK0002;41;;RS DQLab;sell
DQ-01517;15 August 2020;OA0004;9;;RS DQLab;sell
DQ-01518;16 August 2020;OB0002;68;;RS DQLab;sell
DQ-01519;16 August 2020;OB0002;86;;RS DQLab;sell
DQ-01520;16 August 2020;OA0005;7;;RS DQLab;sell
DQ-01521;16 August 2020;OD0011;66;;RS DQLab;sell
DQ-01522;17 August 2020;OB0002;97;;RS DQLab;sell
DQ-01523;17 August 2020;OB0002;10;;RS DQLab;sell
DQ-01524;17 August 2020;OD0008;6;;RS DQLab;sell
DQ-01525;17 August 2020;OA0005;27;;RS DQLab;sell
DQ-01526;17 August 2020;OD0009;2;;RS DQLab;sell
DQ-01527;17 August 2020;OD0009;21;;RS DQLab;sell
DQ-01528;17 August 2020;OT0001;31;;RS DQLab;sell
DQ-01529;17 August 2020;OT0001;24;;RS DQLab;sell
DQ-01530;17 August 2020;OA0006;58;;RS DQLab;sell
DQ-01531;17 August 2020;OD0011;84;;RS DQLab;sell
DQ-01532;17 August 2020;OK0002;78;;RS DQLab;sell
DQ-01533;17 August 2020;OK0002;329;;RS DQLab;sell
DQ-01534;17 August 2020;OH0001;12;;RS DQLab;sell
DQ-01535;17 August 2020;OH0001;5;;RS DQLab;sell
DQ-01536;17 August 2020;OA0004;389;;RS DQLab;sell
DQ-01537;18 August 2020;OB0002;8;;RS DQLab;sell
DQ-01538;18 August 2020;OD0008;4;;RS DQLab;sell
DQ-01539;18 August 2020;OA0005;35;;RS DQLab;sell
DQ-01540;18 August 2020;OH0005;8;;RS DQLab;sell
DQ-01541;18 August 2020;OH0003;6;;RS DQLab;sell
DQ-01542;18 August 2020;OA0006;50;;RS DQLab;sell
DQ-01543;18 August 2020;OD0007;26;;RS DQLab;sell
DQ-01544;18 August 2020;OB0006;391;;RS DQLab;sell
DQ-01545;18 August 2020;OB0007;7;;RS DQLab;sell
DQ-01546;19 August 2020;OD0008;67;;RS DQLab;sell
DQ-01547;19 August 2020;OA0005;76;;RS DQLab;sell
DQ-01548;19 August 2020;OH0005;8;;RS DQLab;sell
DQ-01549;19 August 2020;OD0009;25;;RS DQLab;sell
DQ-01550;19 August 2020;OT0001;5;;RS DQLab;sell
DQ-01551;19 August 2020;OD0001;9;;RS DQLab;sell
DQ-01552;19 August 2020;OD0010;18;;RS DQLab;sell
DQ-01553;20 August 2020;OB0002;68;;RS DQLab;sell
DQ-01554;20 August 2020;OD0008;6;;RS DQLab;sell
DQ-01555;20 August 2020;OD0008;44;;RS DQLab;sell
DQ-01556;20 August 2020;OH0005;26;;RS DQLab;sell
DQ-01557;20 August 2020;OT0001;29;;RS DQLab;sell
DQ-01558;20 August 2020;OD0005;8;;RS DQLab;sell
DQ-01559;21 August 2020;OB0002;8;;RS DQLab;sell
DQ-01560;21 August 2020;OB0002;54;;RS DQLab;sell
DQ-01561;21 August 2020;OD0008;14;;RS DQLab;sell
DQ-01562;21 August 2020;OD0008;52;;RS DQLab;sell
DQ-01563;21 August 2020;OH0003;21;;RS DQLab;sell
DQ-01564;21 August 2020;OB0006;46;;RS DQLab;sell
DQ-01565;21 August 2020;OK0002;2;;RS DQLab;sell
DQ-01566;22 August 2020;OA0005;24;;RS DQLab;sell
DQ-01567;22 August 2020;OA0005;84;;RS DQLab;sell
DQ-01568;22 August 2020;OB0006;77;;RS DQLab;sell
DQ-01569;22 August 2020;OB0007;9;;RS DQLab;sell
DQ-01570;22 August 2020;OD0010;32;;RS DQLab;sell
DQ-01571;23 August 2020;OB0002;49;;RS DQLab;sell
DQ-01572;23 August 2020;OB0002;69;;RS DQLab;sell
DQ-01573;23 August 2020;OD0009;9;;RS DQLab;sell
DQ-01574;23 August 2020;OT0001;20;;RS DQLab;sell
DQ-01575;23 August 2020;OH0003;8;;RS DQLab;sell
DQ-01576;23 August 2020;OK0002;10;;RS DQLab;sell
DQ-01577;23 August 2020;OH0001;68;;RS DQLab;sell
DQ-01578;23 August 2020;OD0006;121;;RS DQLab;sell
DQ-01579;23 August 2020;OB0001;2;;RS DQLab;sell
DQ-01580;24 August 2020;OB0002;6;;RS DQLab;sell
DQ-01581;24 August 2020;OA0005;9;;RS DQLab;sell
DQ-01582;24 August 2020;OH0005;3;;RS DQLab;sell
DQ-01583;24 August 2020;OH0005;21;;RS DQLab;sell
DQ-01584;24 August 2020;OD0009;42;;RS DQLab;sell
DQ-01585;24 August 2020;OT0001;19;;RS DQLab;sell
DQ-01586;24 August 2020;OT0001;5;;RS DQLab;sell
DQ-01587;24 August 2020;OB0006;19;;RS DQLab;sell
DQ-01588;24 August 2020;OB0006;12;;RS DQLab;sell
DQ-01589;25 August 2020;OD0008;77;;RS DQLab;sell
DQ-01590;25 August 2020;OH0005;42;;RS DQLab;sell
DQ-01591;25 August 2020;OA0003;822;;RS DQLab;sell
DQ-01592;25 August 2020;OD0005;1;;RS DQLab;sell
DQ-01593;26 August 2020;OB00020;6;;RS DQLab;sell
DQ-01594;26 August 2020;OD0008;26;;RS DQLab;sell
DQ-01595;26 August 2020;OH0005;35;;RS DQLab;sell
DQ-01596;26 August 2020;OB0007;12;;RS DQLab;sell
DQ-01597;26 August 2020;OB0001;3;;RS DQLab;sell
DQ-01598;26 August 2020;OD0005;242;;RS DQLab;sell
DQ-01599;26 August 2020;OB0008;31;;RS DQLab;sell
DQ-01600;27 August 2020;OD0008;16;;RS DQLab;sell
DQ-01601;27 August 2020;OD0009;27;;RS DQLab;sell
DQ-01602;27 August 2020;OT0001;51;;RS DQLab;sell
DQ-01603;27 August 2020;OH0003;39;;RS DQLab;sell
DQ-01604;27 August 2020;OA0006;42;;RS DQLab;sell
DQ-01605;27 August 2020;OD0001;2;;RS DQLab;sell
DQ-01606;27 August 2020;OD0001;21;;RS DQLab;sell
DQ-01607;27 August 2020;OB0004;261;;RS DQLab;sell
DQ-01608;28 August 2020;OB0002;74;;RS DQLab;sell
DQ-01609;28 August 2020;OB0002;78;;RS DQLab;sell
DQ-01610;28 August 2020;OB0002;56;;RS DQLab;sell
DQ-01611;28 August 2020;OD0008;30;;RS DQLab;sell
DQ-01612;28 August 2020;OD0008;79;;RS DQLab;sell
DQ-01613;28 August 2020;OH0005;35;;RS DQLab;sell
DQ-01614;28 August 2020;OD0009;45;;RS DQLab;sell
DQ-01615;28 August 2020;OH0003;27;;RS DQLab;sell
DQ-01616;28 August 2020;OH0003;19;;RS DQLab;sell
DQ-01617;28 August 2020;OD0007;4;;RS DQLab;sell
DQ-01618;28 August 2020;OA0004;6;;RS DQLab;sell
DQ-01619;28 August 2020;OA0003;81;;RS DQLab;sell
DQ-01620;28 August 2020;OB0008;72;;RS DQLab;sell
DQ-01621;29 August 2020;OB0002;63;;RS DQLab;sell
DQ-01622;29 August 2020;OD0008;60;;RS DQLab;sell
DQ-01623;29 August 2020;OH0005;45;;RS DQLab;sell
DQ-01624;29 August 2020;OT0001;32;;RS DQLab;sell
DQ-01625;29 August 2020;OH0003;4;;RS DQLab;sell
DQ-01626;29 August 2020;OD0001;20;;RS DQLab;sell
DQ-01627;29 August 2020;OA0001;31;;RS DQLab;sell
DQ-01628;30 August 2020;OH0003;22;;RS DQLab;sell
DQ-01629;30 August 2020;OA0006;25;;RS DQLab;sell
DQ-01630;30 August 2020;OK0002;7;;RS DQLab;sell
DQ-01631;30 August 2020;OD0006;6;;RS DQLab;sell
DQ-01632;30 August 2020;OD0006;87;;RS DQLab;sell
DQ-01633;31 August 2020;OD0009;40;;RS DQLab;sell
DQ-01634;31 August 2020;OT0001;17;;RS DQLab;sell
DQ-01635;31 August 2020;OD0001;116;;RS DQLab;sell
DQ-01636;31 August 2020;OA0004;1;;RS DQLab;sell
DQ-01637;31 August 2020;OA0004;1;;RS DQLab;sell
DQ-01638;31 August 2020;OH0004;61;;RS DQLab;sell
DQ-01639;31 August 2020;OD0005;19;;RS DQLab;sell
DQ-01640;01 September 2020;OB0002;46;;RS DQLab;sell
DQ-01641;01 September 2020;OD0011;16;;RS DQLab;sell
DQ-01642;01 September 2020;OA0003;2000;DQLab-03;;buy
DQ-01643;01 September 2020;OB0006;2000;DQLab4;;buy
DQ-01644;01 September 2020;OD0007;2000;DQLab-016;;buying
DQ-01645;01 September 2020;OH0006;1000;DQLab-16;;buy
DQ-01646;01 September 2020;OK0002;2000;DQLab-12;;buy
DQ-01647;01 September 2020;OT0001;1000;DQLab2;;buy
DQ-01648;02 September 2020;OB0002;13;;RS DQLab;sell
DQ-01649;02 September 2020;OB0002;72;;RS DQLab;sell
DQ-01650;02 September 2020;OD0008;68;;RS DQLab;sell
DQ-01651;02 September 2020;OA0005;22;;RS DQLab;sell
DQ-01652;02 September 2020;OH0005;51;;RS DQLab;sell
DQ-01653;02 September 2020;OH0005;25;;RS DQLab;sell
DQ-01654;02 September 2020;OB0007;38;;RS DQLab;sell
DQ-01655;02 September 2020;OH0002;13;;RS DQLab;sell
DQ-01656;03 September 2020;OB0002;43;;RS DQLab;sell
DQ-01657;03 September 2020;OD0008;22;;RS DQLab;sell
DQ-01658;03 September 2020;OA0005;31;;RS DQLab;sell
DQ-01659;03 September 2020;OD0009;29;;RS DQLab;sell
DQ-01660;03 September 2020;OA0004;4;;RS DQLab;sell
DQ-01661;03 September 2020;OB0004;6;;RS DQLab;sell
DQ-01662;04 September 2020;OB0002;37;;RS DQLab;sell
DQ-01663;04 September 2020;OA0005;74;;RS DQLab;sell
DQ-01664;04 September 2020;OT0001;9;;RS DQLab;sell
DQ-01665;04 September 2020;OD0011;24;;RS DQLab;sell
DQ-01666;04 September 2020;OA0004;15;;RS DQLab;sell
DQ-01667;04 September 2020;OA0003;122;;RS DQLab;sell
DQ-01668;04 September 2020;OB0004;117;;RS DQLab;sell
DQ-01669;04 September 2020;OH0002;27;;RS DQLab;sell
DQ-01670;05 September 2020;OB0002;47;;RS DQLab;sell
DQ-01671;05 September 2020;OB0002;62;;RS DQLab;sell
DQ-01672;05 September 2020;OH0005;48;;RS DQLab;sell
DQ-01673;05 September 2020;OH0005;6;;RS DQLab;sell
DQ-01674;05 September 2020;OD0009;6;;RS DQLab;sell
DQ-01675;05 September 2020;OD0011;42;;RS DQLab;sell
DQ-01676;05 September 2020;OK0002;9;;RS DQLab;sell
DQ-01677;05 September 2020;OA0001;90;;RS DQLab;sell
DQ-01678;06 September 2020;OB0002;40;;RS DQLab;sell
DQ-01679;06 September 2020;OD0009;45;;RS DQLab;sell
DQ-01680;06 September 2020;OA0006;7;;RS DQLab;sell
DQ-01681;06 September 2020;OB0007;16;;RS DQLab;sell
DQ-01682;06 September 2020;OH0004;46;;RS DQLab;sell
DQ-01683;07 September 2020;OT0002;46;;RS DQLab;sell
DQ-01684;07 September 2020;OB0002;69;;RS DQLab;sell
DQ-01685;07 September 2020;OH0003;43;;RS DQLab;sell
DQ-01686;07 September 2020;OH0001;2;;RS DQLab;sell
DQ-01687;08 September 2020;OD0008;32;;RS DQLab;sell
DQ-01688;08 September 2020;OA0005;22;;RS DQLab;sell
DQ-01689;08 September 2020;OA0005;20;;RS DQLab;sell
DQ-01690;08 September 2020;OA0006;51;;RS DQLab;sell
DQ-01691;08 September 2020;OD0007;39;;RS DQLab;sell
DQ-01692;08 September 2020;OK0002;9;;RS DQLab;sell
DQ-01693;08 September 2020;OA0004;246;;RS DQLab;sell
DQ-01694;08 September 2020;OB0001;315;;RS DQLab;sell
DQ-01695;09 September 2020;OH0005;23;;RS DQLab;sell
DQ-01696;09 September 2020;OD0009;52;;RS DQLab;sell
DQ-01697;09 September 2020;OH0004;4;;RS DQLab;sell
DQ-01698;10 September 2020;OB0002;22;;RS DQLab;sell
